GO.ID	Term	Annotated	Significant	Expected	Fisher
161	GO:0000049	tRNA binding	7	0	0.07	1.00000
162	GO:0000062	fatty-acyl-CoA binding	5	0	0.05	1.00000
163	GO:0000155	phosphorelay sensor kinase activity	10	0	0.1	1.00000
164	GO:0000287	magnesium ion binding	67	0	0.66	1.00000
165	GO:0000295	adenine nucleotide transmembrane transpo...	3	0	0.03	1.00000
166	GO:0000774	adenyl-nucleotide exchange factor activi...	4	0	0.04	1.00000
167	GO:0001882	nucleoside binding	5	0	0.05	1.00000
168	GO:0002161	aminoacyl-tRNA editing activity	5	0	0.05	1.00000
169	GO:0003678	DNA helicase activity	23	0	0.23	1.00000
170	GO:0003682	chromatin binding	15	0	0.15	1.00000
171	GO:0003684	damaged DNA binding	12	0	0.12	1.00000
172	GO:0003690	double-stranded DNA binding	38	0	0.38	1.00000
173	GO:0003697	single-stranded DNA binding	12	0	0.12	1.00000
174	GO:0003712	transcription coregulator activity	20	0	0.2	1.00000
175	GO:0003729	mRNA binding	6	0	0.06	1.00000
176	GO:0003743	translation initiation factor activity	28	0	0.28	1.00000
177	GO:0003746	translation elongation factor activity	11	0	0.11	1.00000
178	GO:0003747	translation release factor activity	7	0	0.07	1.00000
179	GO:0003755	peptidyl-prolyl cis-trans isomerase acti...	27	0	0.27	1.00000
180	GO:0003779	actin binding	19	0	0.19	1.00000
181	GO:0003830	beta-1,4-mannosylglycoprotein 4-beta-N-a...	3	0	0.03	1.00000
182	GO:0003843	1,3-beta-D-glucan synthase activity	9	0	0.09	1.00000
183	GO:0003849	3-deoxy-7-phosphoheptulonate synthase ac...	4	0	0.04	1.00000
184	GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	4	0	0.04	1.00000
185	GO:0003872	6-phosphofructokinase activity	12	0	0.12	1.00000
186	GO:0003876	AMP deaminase activity	3	0	0.03	1.00000
187	GO:0003883	CTP synthase activity	6	0	0.06	1.00000
188	GO:0003885	D-arabinono-1,4-lactone oxidase activity	5	0	0.05	1.00000
189	GO:0003887	DNA-directed DNA polymerase activity	10	0	0.1	1.00000
190	GO:0003899	DNA-directed 5'-3' RNA polymerase activi...	39	0	0.39	1.00000
191	GO:0003905	alkylbase DNA N-glycosylase activity	7	0	0.07	1.00000
192	GO:0003909	DNA ligase activity	3	0	0.03	1.00000
193	GO:0003910	DNA ligase (ATP) activity	3	0	0.03	1.00000
194	GO:0003916	DNA topoisomerase activity	8	0	0.08	1.00000
195	GO:0003917	DNA topoisomerase type I (single strand ...	5	0	0.05	1.00000
196	GO:0003918	DNA topoisomerase type II (double strand...	3	0	0.03	1.00000
197	GO:0003924	GTPase activity	39	0	0.39	1.00000
198	GO:0003933	GTP cyclohydrolase activity	4	0	0.04	1.00000
199	GO:0003935	GTP cyclohydrolase II activity	3	0	0.03	1.00000
200	GO:0003950	NAD+ ADP-ribosyltransferase activity	6	0	0.06	1.00000
201	GO:0003951	NAD+ kinase activity	4	0	0.04	1.00000
202	GO:0003954	NADH dehydrogenase activity	4	0	0.04	1.00000
203	GO:0003955	NAD(P)H dehydrogenase (quinone) activity	4	0	0.04	1.00000
204	GO:0003968	RNA-directed 5'-3' RNA polymerase activi...	3	0	0.03	1.00000
205	GO:0003993	acid phosphatase activity	7	0	0.07	1.00000
206	GO:0003995	acyl-CoA dehydrogenase activity	6	0	0.06	1.00000
207	GO:0003997	acyl-CoA oxidase activity	3	0	0.03	1.00000
208	GO:0004014	adenosylmethionine decarboxylase activit...	3	0	0.03	1.00000
209	GO:0004045	aminoacyl-tRNA hydrolase activity	8	0	0.08	1.00000
210	GO:0004066	asparagine synthase (glutamine-hydrolyzi...	4	0	0.04	1.00000
211	GO:0004097	catechol oxidase activity	3	0	0.03	1.00000
212	GO:0004106	chorismate mutase activity	4	0	0.04	1.00000
213	GO:0004129	cytochrome-c oxidase activity	6	0	0.06	1.00000
214	GO:0004143	diacylglycerol kinase activity	7	0	0.07	1.00000
215	GO:0004176	ATP-dependent peptidase activity	7	0	0.07	1.00000
216	GO:0004180	carboxypeptidase activity	39	0	0.39	1.00000
217	GO:0004185	serine-type carboxypeptidase activity	38	0	0.38	1.00000
218	GO:0004222	metalloendopeptidase activity	24	0	0.24	1.00000
219	GO:0004252	serine-type endopeptidase activity	46	0	0.46	1.00000
220	GO:0004326	tetrahydrofolylpolyglutamate synthase ac...	3	0	0.03	1.00000
221	GO:0004332	fructose-bisphosphate aldolase activity	4	0	0.04	1.00000
222	GO:0004345	glucose-6-phosphate dehydrogenase activi...	5	0	0.05	1.00000
223	GO:0004356	glutamate-ammonia ligase activity	5	0	0.05	1.00000
224	GO:0004363	glutathione synthase activity	3	0	0.03	1.00000
225	GO:0004367	glycerol-3-phosphate dehydrogenase [NAD+...	5	0	0.05	1.00000
226	GO:0004386	helicase activity	40	0	0.4	1.00000
227	GO:0004396	hexokinase activity	6	0	0.06	1.00000
228	GO:0004402	histone acetyltransferase activity	9	0	0.09	1.00000
229	GO:0004420	hydroxymethylglutaryl-CoA reductase (NAD...	3	0	0.03	1.00000
230	GO:0004425	indole-3-glycerol-phosphate synthase act...	3	0	0.03	1.00000
231	GO:0004427	inorganic diphosphatase activity	8	0	0.08	1.00000
232	GO:0004435	phosphatidylinositol phospholipase C act...	4	0	0.04	1.00000
233	GO:0004448	isocitrate dehydrogenase activity	3	0	0.03	1.00000
234	GO:0004450	isocitrate dehydrogenase (NADP+) activit...	3	0	0.03	1.00000
235	GO:0004470	malic enzyme activity	4	0	0.04	1.00000
236	GO:0004471	malate dehydrogenase (decarboxylating) (...	4	0	0.04	1.00000
237	GO:0004478	methionine adenosyltransferase activity	3	0	0.03	1.00000
238	GO:0004486	methylenetetrahydrofolate dehydrogenase ...	3	0	0.03	1.00000
239	GO:0004488	methylenetetrahydrofolate dehydrogenase ...	3	0	0.03	1.00000
240	GO:0004497	monooxygenase activity	15	0	0.15	1.00000
241	GO:0004499	N,N-dimethylaniline monooxygenase activi...	4	0	0.04	1.00000
242	GO:0004518	nuclease activity	63	0	0.62	1.00000
243	GO:0004519	endonuclease activity	30	0	0.3	1.00000
244	GO:0004521	endoribonuclease activity	13	0	0.13	1.00000
245	GO:0004525	ribonuclease III activity	7	0	0.07	1.00000
246	GO:0004527	exonuclease activity	17	0	0.17	1.00000
247	GO:0004536	deoxyribonuclease activity	4	0	0.04	1.00000
248	GO:0004540	ribonuclease activity	17	0	0.17	1.00000
249	GO:0004550	nucleoside diphosphate kinase activity	5	0	0.05	1.00000
250	GO:0004556	alpha-amylase activity	3	0	0.03	1.00000
251	GO:0004559	alpha-mannosidase activity	7	0	0.07	1.00000
252	GO:0004564	beta-fructofuranosidase activity	3	0	0.03	1.00000
253	GO:0004568	chitinase activity	10	0	0.1	1.00000
254	GO:0004571	mannosyl-oligosaccharide 1,2-alpha-manno...	4	0	0.04	1.00000
255	GO:0004575	sucrose alpha-glucosidase activity	3	0	0.03	1.00000
256	GO:0004576	oligosaccharyl transferase activity	6	0	0.06	1.00000
257	GO:0004579	dolichyl-diphosphooligosaccharide-protei...	3	0	0.03	1.00000
258	GO:0004602	glutathione peroxidase activity	5	0	0.05	1.00000
259	GO:0004611	phosphoenolpyruvate carboxykinase activi...	6	0	0.06	1.00000
260	GO:0004616	phosphogluconate dehydrogenase (decarbox...	6	0	0.06	1.00000
261	GO:0004618	phosphoglycerate kinase activity	3	0	0.03	1.00000
262	GO:0004619	phosphoglycerate mutase activity	4	0	0.04	1.00000
263	GO:0004620	phospholipase activity	8	0	0.08	1.00000
264	GO:0004623	phospholipase A2 activity	4	0	0.04	1.00000
265	GO:0004629	phospholipase C activity	4	0	0.04	1.00000
266	GO:0004634	phosphopyruvate hydratase activity	5	0	0.05	1.00000
267	GO:0004645	1,4-alpha-oligoglucan phosphorylase acti...	6	0	0.06	1.00000
268	GO:0004650	polygalacturonase activity	11	0	0.11	1.00000
269	GO:0004652	polynucleotide adenylyltransferase activ...	5	0	0.05	1.00000
270	GO:0004659	prenyltransferase activity	9	0	0.09	1.00000
271	GO:0004664	prephenate dehydratase activity	5	0	0.05	1.00000
272	GO:0004673	protein histidine kinase activity	10	0	0.1	1.00000
273	GO:0004674	protein serine/threonine kinase activity	12	0	0.12	1.00000
274	GO:0004722	protein serine/threonine phosphatase act...	64	0	0.63	1.00000
275	GO:0004725	protein tyrosine phosphatase activity	3	0	0.03	1.00000
276	GO:0004743	pyruvate kinase activity	8	0	0.08	1.00000
277	GO:0004809	tRNA (guanine-N2-)-methyltransferase act...	5	0	0.05	1.00000
278	GO:0004812	aminoacyl-tRNA ligase activity	44	0	0.44	1.00000
279	GO:0004813	alanine-tRNA ligase activity	3	0	0.03	1.00000
280	GO:0004828	serine-tRNA ligase activity	3	0	0.03	1.00000
281	GO:0004832	valine-tRNA ligase activity	3	0	0.03	1.00000
282	GO:0004834	tryptophan synthase activity	6	0	0.06	1.00000
283	GO:0004843	cysteine-type deubiquitinase activity	6	0	0.06	1.00000
284	GO:0004857	enzyme inhibitor activity	34	0	0.34	1.00000
285	GO:0004860	protein kinase inhibitor activity	5	0	0.05	1.00000
286	GO:0004861	cyclin-dependent protein serine/threonin...	5	0	0.05	1.00000
287	GO:0004866	endopeptidase inhibitor activity	11	0	0.11	1.00000
288	GO:0004867	serine-type endopeptidase inhibitor acti...	6	0	0.06	1.00000
289	GO:0004869	cysteine-type endopeptidase inhibitor ac...	5	0	0.05	1.00000
290	GO:0004888	transmembrane signaling receptor activit...	11	0	0.11	1.00000
291	GO:0004970	ionotropic glutamate receptor activity	10	0	0.1	1.00000
292	GO:0005048	signal sequence binding	4	0	0.04	1.00000
293	GO:0005092	GDP-dissociation inhibitor activity	3	0	0.03	1.00000
294	GO:0005094	Rho GDP-dissociation inhibitor activity	3	0	0.03	1.00000
295	GO:0005096	GTPase activator activity	14	0	0.14	1.00000
296	GO:0005102	signaling receptor binding	3	0	0.03	1.00000
297	GO:0005230	extracellular ligand-gated ion channel a...	10	0	0.1	1.00000
298	GO:0005261	cation channel activity	11	0	0.11	1.00000
299	GO:0005319	lipid transporter activity	6	0	0.06	1.00000
300	GO:0005342	organic acid transmembrane transporter a...	15	0	0.15	1.00000
301	GO:0005346	purine ribonucleotide transmembrane tran...	3	0	0.03	1.00000
302	GO:0005347	ATP transmembrane transporter activity	3	0	0.03	1.00000
303	GO:0005351	carbohydrate:proton symporter activity	6	0	0.06	1.00000
304	GO:0005402	carbohydrate:cation symporter activity	6	0	0.06	1.00000
305	GO:0005452	inorganic anion exchanger activity	4	0	0.04	1.00000
306	GO:0005471	ATP:ADP antiporter activity	3	0	0.03	1.00000
307	GO:0005507	copper ion binding	31	0	0.31	1.00000
308	GO:0005516	calmodulin binding	19	0	0.19	1.00000
309	GO:0005536	glucose binding	6	0	0.06	1.00000
310	GO:0005543	phospholipid binding	25	0	0.25	1.00000
311	GO:0005544	calcium-dependent phospholipid binding	8	0	0.08	1.00000
312	GO:0008047	enzyme activator activity	15	0	0.15	1.00000
313	GO:0008061	chitin binding	5	0	0.05	1.00000
314	GO:0008066	glutamate receptor activity	10	0	0.1	1.00000
315	GO:0008079	translation termination factor activity	7	0	0.07	1.00000
316	GO:0008080	N-acetyltransferase activity	32	0	0.32	1.00000
317	GO:0008081	phosphoric diester hydrolase activity	19	0	0.19	1.00000
318	GO:0008083	growth factor activity	3	0	0.03	1.00000
319	GO:0008094	ATP-dependent activity, acting on DNA	27	0	0.27	1.00000
320	GO:0008097	5S rRNA binding	3	0	0.03	1.00000
321	GO:0008107	galactoside 2-alpha-L-fucosyltransferase...	5	0	0.05	1.00000
322	GO:0008113	peptide-methionine (S)-S-oxide reductase...	3	0	0.03	1.00000
323	GO:0008121	ubiquinol-cytochrome-c reductase activit...	3	0	0.03	1.00000
324	GO:0008131	primary amine oxidase activity	3	0	0.03	1.00000
325	GO:0008135	translation factor activity, RNA binding	46	0	0.46	1.00000
326	GO:0008137	NADH dehydrogenase (ubiquinone) activity	4	0	0.04	1.00000
327	GO:0008170	N-methyltransferase activity	19	0	0.19	1.00000
328	GO:0008171	O-methyltransferase activity	19	0	0.19	1.00000
329	GO:0008173	RNA methyltransferase activity	20	0	0.2	1.00000
330	GO:0008175	tRNA methyltransferase activity	8	0	0.08	1.00000
331	GO:0008192	RNA guanylyltransferase activity	3	0	0.03	1.00000
332	GO:0008236	serine-type peptidase activity	101	0	1	1.00000
333	GO:0008237	metallopeptidase activity	30	0	0.3	1.00000
334	GO:0008242	omega peptidase activity	3	0	0.03	1.00000
335	GO:0008276	protein methyltransferase activity	16	0	0.16	1.00000
336	GO:0008289	lipid binding	50	0	0.5	1.00000
337	GO:0008318	protein prenyltransferase activity	3	0	0.03	1.00000
338	GO:0008373	sialyltransferase activity	3	0	0.03	1.00000
339	GO:0008375	acetylglucosaminyltransferase activity	31	0	0.31	1.00000
340	GO:0008378	galactosyltransferase activity	26	0	0.26	1.00000
341	GO:0008408	3'-5' exonuclease activity	11	0	0.11	1.00000
342	GO:0008417	fucosyltransferase activity	7	0	0.07	1.00000
343	GO:0008443	phosphofructokinase activity	13	0	0.13	1.00000
344	GO:0008483	transaminase activity	12	0	0.12	1.00000
345	GO:0008514	organic anion transmembrane transporter ...	3	0	0.03	1.00000
346	GO:0008519	ammonium transmembrane transporter activ...	4	0	0.04	1.00000
347	GO:0008641	ubiquitin-like modifier activating enzym...	10	0	0.1	1.00000
348	GO:0008686	3,4-dihydroxy-2-butanone-4-phosphate syn...	3	0	0.03	1.00000
349	GO:0008725	DNA-3-methyladenine glycosylase activity	6	0	0.06	1.00000
350	GO:0008757	S-adenosylmethionine-dependent methyltra...	26	0	0.26	1.00000
351	GO:0008839	4-hydroxy-tetrahydrodipicolinate reducta...	4	0	0.04	1.00000
352	GO:0008889	glycerophosphodiester phosphodiesterase ...	7	0	0.07	1.00000
353	GO:0008897	holo-[acyl-carrier-protein] synthase act...	3	0	0.03	1.00000
354	GO:0008964	phosphoenolpyruvate carboxylase activity	4	0	0.04	1.00000
355	GO:0009001	serine O-acetyltransferase activity	4	0	0.04	1.00000
356	GO:0009378	four-way junction helicase activity	16	0	0.16	1.00000
357	GO:0009678	pyrophosphate hydrolysis-driven proton t...	11	0	0.11	1.00000
358	GO:0009916	alternative oxidase activity	4	0	0.04	1.00000
359	GO:0009982	pseudouridine synthase activity	18	0	0.18	1.00000
360	GO:0010181	FMN binding	14	0	0.14	1.00000
361	GO:0010277	chlorophyllide a oxygenase [overall] act...	4	0	0.04	1.00000
362	GO:0010309	acireductone dioxygenase [iron(II)-requi...	3	0	0.03	1.00000
363	GO:0010333	terpene synthase activity	11	0	0.11	1.00000
364	GO:0010340	carboxyl-O-methyltransferase activity	3	0	0.03	1.00000
365	GO:0015018	galactosylgalactosylxylosylprotein 3-bet...	10	0	0.1	1.00000
366	GO:0015020	glucuronosyltransferase activity	11	0	0.11	1.00000
367	GO:0015078	proton transmembrane transporter activit...	44	0	0.44	1.00000
368	GO:0015095	magnesium ion transmembrane transporter ...	10	0	0.1	1.00000
369	GO:0015098	molybdate ion transmembrane transporter ...	4	0	0.04	1.00000
370	GO:0015144	carbohydrate transmembrane transporter a...	7	0	0.07	1.00000
371	GO:0015171	amino acid transmembrane transporter act...	15	0	0.15	1.00000
372	GO:0015215	nucleotide transmembrane transporter act...	3	0	0.03	1.00000
373	GO:0015216	purine nucleotide transmembrane transpor...	3	0	0.03	1.00000
374	GO:0015217	ADP transmembrane transporter activity	3	0	0.03	1.00000
375	GO:0015252	proton channel activity	7	0	0.07	1.00000
376	GO:0015276	ligand-gated ion channel activity	10	0	0.1	1.00000
377	GO:0015293	symporter activity	6	0	0.06	1.00000
378	GO:0015294	solute:cation symporter activity	6	0	0.06	1.00000
379	GO:0015295	solute:proton symporter activity	6	0	0.06	1.00000
380	GO:0015453	oxidoreduction-driven active transmembra...	14	0	0.14	1.00000
381	GO:0015605	organophosphate ester transmembrane tran...	3	0	0.03	1.00000
382	GO:0015923	mannosidase activity	8	0	0.08	1.00000
383	GO:0015924	mannosyl-oligosaccharide mannosidase act...	4	0	0.04	1.00000
384	GO:0015926	glucosidase activity	3	0	0.03	1.00000
385	GO:0015930	glutamate synthase activity	4	0	0.04	1.00000
386	GO:0015932	nucleobase-containing compound transmemb...	5	0	0.05	1.00000
387	GO:0016149	translation release factor activity, cod...	5	0	0.05	1.00000
388	GO:0016151	nickel cation binding	4	0	0.04	1.00000
389	GO:0016157	sucrose synthase activity	10	0	0.1	1.00000
390	GO:0016160	amylase activity	12	0	0.12	1.00000
391	GO:0016161	beta-amylase activity	9	0	0.09	1.00000
392	GO:0016211	ammonia ligase activity	5	0	0.05	1.00000
393	GO:0016278	lysine N-methyltransferase activity	13	0	0.13	1.00000
394	GO:0016279	protein-lysine N-methyltransferase activ...	13	0	0.13	1.00000
395	GO:0016298	lipase activity	10	0	0.1	1.00000
